Kommunnamn,RegSO,(sum)DEAD,(sum)DEAD_COVID_19,DEAD_per_pop,COVID_19_per_pop,ln_DEAD,ln_COVID_19,ln_DEAD_per_pop,ln_COVID_19_per_pop,Population
Säffle,Olof Trätälja-Villan-Flå,18,0,0.01,0.00,2.89,,-4.32,,1348
Säffle,Rolfserud-Tingvalla-Treabackarna,39,0,0.02,0.00,3.66,,-3.94,,2003
Säffle,Rudsbyn-Svanskog,12,0,0.01,0.00,2.48,,-4.27,,855
Säffle,Sundstorp-Sund-Tuvan,29,1,0.02,0.00,3.37,0.00,-4.18,-7.55,1897
Säffle,Värmlandsnäs,6,0,0.01,0.00,1.79,,-4.92,,823
Säffle,Västra Kila-Tveta,11,0,0.01,0.00,2.40,,-4.65,,1145
Säffle,Östra Kila-Värmlandsbro-Södra Ny,18,0,0.01,0.00,2.89,,-4.21,,1212
Säter,Gustafs omland,4,0,0.01,0.00,1.39,,-5.25,,759
Säter,Mora-Enbacka-Naglarby,35,5,0.02,0.00,3.56,1.61,-3.80,-5.74,1562
Säter,Säter centrala,24,2,0.02,0.00,3.18,0.69,-4.08,-6.57,1425
Säter,Säter västra,38,2,0.03,0.00,3.64,0.69,-3.61,-6.56,1408
Säter,Säter östra,5,1,0.00,0.00,1.61,0.00,-5.34,-6.95,1044
Säter,Säters omland,34,2,0.01,0.00,3.53,0.69,-4.49,-7.32,3023
Sävsjö,Stockaryd,16,0,0.02,0.00,2.77,,-3.98,,854
Sävsjö,Sävsjö nordöst,36,4,0.02,0.00,3.58,1.39,-4.09,-6.28,2140
Sävsjö,Sävsjö norra omland,12,0,0.01,0.00,2.48,,-4.65,,1252
Sävsjö,Sävsjö sydöst,10,2,0.01,0.00,2.30,0.69,-4.61,-6.22,1009
Sävsjö,Sävsjö södra omland,12,0,0.01,0.00,2.48,,-4.87,,1566
Sävsjö,Sävsjö väst,27,2,0.02,0.00,3.30,0.69,-3.94,-6.54,1388
Sävsjö,Vrigstad,22,0,0.02,0.00,3.09,,-4.02,,1221
Söderhamn,Bergvik-Vannsätter,27,3,0.03,0.00,3.30,1.10,-3.62,-5.81,1005
Söderhamn,Bergviksbygden,11,0,0.01,0.00,2.40,,-4.77,,1301
Söderhamn,Ljusne,40,5,0.02,0.00,3.69,1.61,-3.75,-5.83,1694
Söderhamn,Norrala-Trönö,47,11,0.02,0.00,3.85,2.40,-4.17,-5.63,3054
Söderhamn,Sandarne,25,5,0.02,0.00,3.22,1.61,-4.19,-5.80,1646
Söderhamn,Skog,25,2,0.02,0.00,3.22,0.69,-3.89,-6.42,1228
Söderhamn,Söderala-Mo,44,5,0.02,0.00,3.78,1.61,-3.80,-5.97,1967
Söderhamn,Söderhamn centrala staden norr,44,8,0.02,0.00,3.78,2.08,-3.98,-5.68,2344
Söderhamn,Söderhamn centrala staden söder,74,17,0.01,0.00,4.30,2.83,-4.30,-5.77,5456
Söderhamn,Söderhamn centrum,65,14,0.04,0.01,4.17,2.64,-3.34,-4.88,1835
Söderköping,Alboga-Bossgård,77,7,0.03,0.00,4.34,1.95,-3.63,-6.03,2909
Söderköping,Drothem,5,0,0.01,0.00,1.61,,-5.16,,873
Söderköping,Mogata-Sankt Anna,16,1,0.01,0.00,2.77,0.00,-4.76,-7.53,1869
Söderköping,Skönberga,11,1,0.01,0.00,2.40,0.00,-4.58,-6.98,1076
Söderköping,Söderköpings centrum,25,1,0.02,0.00,3.22,0.00,-4.08,-7.30,1485
Söderköping,Söderköpings omland-Östra Ryd,32,2,0.01,0.00,3.47,0.69,-4.47,-7.24,2796
Söderköping,Västra Husby-Luddingsbo,8,1,0.01,0.00,2.08,0.00,-4.80,-6.88,975
Södertälje,Blombacka,14,4,0.01,0.00,2.64,1.39,-4.95,-6.21,1983
Södertälje,Brunnsäng,33,8,0.01,0.00,3.50,2.08,-4.45,-5.87,2830
Södertälje,Bårsta östra,61,13,0.02,0.00,4.11,2.56,-3.77,-5.32,2650
Södertälje,Enhörna-Ekeby,13,4,0.01,0.00,2.56,1.39,-4.28,-5.46,939
Södertälje,Enhörna-Sandviken,8,0,0.01,0.00,2.08,,-5.11,,1332
Södertälje,Fornhöjden,28,6,0.01,0.00,3.33,1.79,-4.77,-6.31,3292
Södertälje,Geneta norra-Bårsta västra,31,15,0.01,0.00,3.43,2.71,-4.69,-5.41,3363
Södertälje,Geneta södra-Vasa,20,5,0.01,0.00,3.00,1.61,-4.21,-5.60,1349
Södertälje,Glasberga,25,11,0.02,0.01,3.22,2.40,-4.15,-4.97,1580
Södertälje,Grusåsen norra-Bergvik,60,8,0.02,0.00,4.09,2.08,-4.01,-6.03,3318
Södertälje,Grusåsen-Weda-Listonhill,12,1,0.01,0.00,2.48,0.00,-4.80,-7.29,1464
Södertälje,Hovsjö,54,23,0.01,0.01,3.99,3.14,-4.41,-5.26,4434
Södertälje,Hölö tätort,17,0,0.01,0.00,2.83,,-4.35,,1315
Södertälje,Järna centrum-Järna södra,35,5,0.01,0.00,3.56,1.61,-4.52,-6.46,3202
Södertälje,Järna norra-Kallfors,34,3,0.01,0.00,3.53,1.10,-4.57,-6.99,3270
Södertälje,Lina-Vattubrinken-Dammkärr,50,13,0.02,0.00,3.91,2.56,-4.15,-5.50,3184
Södertälje,Mariekälla,65,14,0.02,0.00,4.17,2.64,-3.77,-5.31,2827
Södertälje,Mölnbo tätort,6,1,0.01,0.00,1.79,0.00,-5.01,-6.80,901
Södertälje,Pershagen,16,2,0.01,0.00,2.77,0.69,-4.72,-6.80,1795
Södertälje,Ragnhildsborg-Ritorp-Viksberg,26,7,0.01,0.00,3.26,1.95,-4.97,-6.28,3733
Södertälje,Ronna centrum-Ronna Park-Västra Ronna,69,32,0.01,0.01,4.23,3.47,-4.33,-5.10,5263
Södertälje,Ronna-Karlhov,14,2,0.01,0.00,2.64,0.69,-4.91,-6.86,1906
Södertälje,Rosenlund-Hagaberg,37,7,0.01,0.00,3.61,1.95,-4.78,-6.44,4394
Södertälje,Saltskog,22,7,0.01,0.00,3.09,1.95,-4.86,-6.01,2842
Södertälje,Södertälje-Järna omland,15,2,0.01,0.00,2.71,0.69,-4.96,-6.98,2147
Södertälje,Telge-Snäckviken-Torekälla,60,8,0.01,0.00,4.09,2.08,-4.58,-6.59,5835
Södertälje,Värdsholmen-Södra,16,0,0.01,0.00,2.77,,-4.64,,1652
Södertälje,Västergård,23,3,0.01,0.00,3.14,1.10,-5.04,-7.08,3558
Södertälje,Västra Hölö omland-Vårdinge,5,0,0.00,0.00,1.61,,-5.66,,1429
Södertälje,Östertälje-Gärtuna,19,1,0.01,0.00,2.94,0.00,-4.45,-7.40,1633
Södertälje,Östra Hölö omland-Mörkö,9,1,0.01,0.00,2.20,0.00,-4.80,-7.00,1094
Sölvesborg,Falkvik,26,0,0.01,0.00,3.26,,-4.36,,2031
Sölvesborg,Hällevik,12,0,0.01,0.00,2.48,,-4.72,,1343
Sölvesborg,Kylinge-Gammalstorp-Ysane,13,0,0.01,0.00,2.56,,-4.72,,1461
Sölvesborg,Listerlandet-Hanö,18,0,0.01,0.00,2.89,,-4.51,,1633
Sölvesborg,Mjällby,30,0,0.02,0.00,3.40,,-4.00,,1634
Sölvesborg,Norje-Pukavik,11,0,0.01,0.00,2.40,,-4.40,,897
Sölvesborg,Stadskärnan,31,1,0.01,0.00,3.43,0.00,-4.23,-7.66,2130
Sölvesborg,Sölvesborg,43,1,0.01,0.00,3.76,0.00,-4.42,-8.18,3566
Tanum,Grebbestad,23,1,0.01,0.00,3.14,0.00,-4.32,-7.46,1733
Tanum,Tanums kustområde,58,3,0.02,0.00,4.06,1.10,-4.02,-6.98,3228
Tanum,Tanums landsbygd,49,2,0.01,0.00,3.89,0.69,-4.46,-7.66,4254
Tanum,Tanumshede,23,2,0.01,0.00,3.14,0.69,-4.26,-6.70,1622
Tibro,Tibro centrala,50,11,0.03,0.01,3.91,2.40,-3.64,-5.15,1901
Tibro,Tibro landsbygd,20,3,0.01,0.00,3.00,1.10,-4.64,-6.53,2065
Tibro,Tibro nordvästra,24,3,0.02,0.00,3.18,1.10,-4.05,-6.13,1379
Tibro,Tibro nordöstra,23,2,0.02,0.00,3.14,0.69,-4.07,-6.52,1352
Tibro,Tibro sydvästra,13,0,0.01,0.00,2.56,,-4.56,,1237
Tibro,Tibro sydöstra,14,3,0.01,0.00,2.64,1.10,-4.58,-6.12,1369
Tidaholm,Hökensås,8,0,0.00,0.00,2.08,,-5.61,,2195
Tidaholm,Tidaholm centrum,65,8,0.02,0.00,4.17,2.08,-3.89,-5.99,3180
Tidaholm,Tidaholm västra,43,5,0.02,0.00,3.76,1.61,-4.20,-6.35,2854
Tidaholm,Tidaholm östra,10,0,0.01,0.00,2.30,,-4.56,,953
Tidaholm,Varv,18,1,0.01,0.00,2.89,0.00,-4.42,-7.32,1503
Tierp,Karlholm,30,3,0.03,0.00,3.40,1.10,-3.62,-5.93,1123
Tierp,Mehedeby-Tobo,24,1,0.01,0.00,3.18,0.00,-4.67,-7.85,2562
Tierp,Månkarbo-Vendel,17,0,0.01,0.00,2.83,,-4.71,,1897
Tierp,Skärplinge-Hållnäs,29,2,0.01,0.00,3.37,0.69,-4.43,-7.11,2440
Tierp,Söderfors,18,0,0.01,0.00,2.89,,-4.36,,1413
Tierp,Tierp Centrum-Tierp Norra,34,0,0.01,0.00,3.53,,-4.44,,2878
Tierp,Tierp Södra,54,3,0.02,0.00,3.99,1.10,-3.74,-6.63,2282
Tierp,Västland,10,0,0.01,0.00,2.30,,-4.55,,946
Tierp,Örbyhus,33,4,0.02,0.00,3.50,1.39,-4.09,-6.20,1967
Timrå,Bergeforsen-Stavreviken,17,0,0.01,0.00,2.83,,-4.57,,1642
Timrå,Edsgården-Vävland-Timrådalen,17,0,0.01,0.00,2.83,,-4.44,,1442
Timrå,Ljustorp,14,2,0.02,0.00,2.64,0.69,-4.05,-6.00,807
Timrå,Sörberge-Fagervik-Norrberge,16,0,0.01,0.00,2.77,,-4.82,,1986
Timrå,Söråker,41,7,0.02,0.00,3.71,1.95,-3.90,-5.67,2028
Timrå,Tallnäs-Böle,19,3,0.01,0.00,2.94,1.10,-4.65,-6.50,1994
Timrå,Timrå centrum,64,7,0.02,0.00,4.16,1.95,-3.99,-6.21,3474
Timrå,Timrå-Söråker omland,16,1,0.01,0.00,2.77,0.00,-4.60,-7.38,1599
Tingsryd,Konga,16,0,0.02,0.00,2.77,,-4.02,,894
Tingsryd,Linneryd-Älmeboda,36,3,0.02,0.00,3.58,1.10,-3.82,-6.30,1637
Tingsryd,Ryds glesbygd,12,1,0.02,0.00,2.48,0.00,-3.98,-6.46,642
Tingsryd,Ryds tätort,20,0,0.02,0.00,3.00,,-4.15,,1268
Tingsryd,Tingryds glesbygd-Väckelsång,24,1,0.01,0.00,3.18,0.00,-4.28,-7.46,1732
Tingsryd,Tingsryds tätort,55,8,0.02,0.00,4.01,2.08,-3.89,-5.82,2701
Tingsryd,Urshult,35,1,0.02,0.00,3.56,0.00,-3.80,-7.36,1567
Tjörn,Kållekärr,20,2,0.02,0.00,3.00,0.69,-3.99,-6.29,1079
Tjörn,Skärhamn norra,18,1,0.01,0.00,2.89,0.00,-4.31,-7.20,1335
Tjörn,Tjörn sydväst,49,5,0.01,0.00,3.89,1.61,-4.46,-6.74,4226
Tjörn,Tjörn öster,33,1,0.01,0.00,3.50,0.00,-4.86,-8.36,4267
Tjörn,Tjörns omland,36,1,0.01,0.00,3.58,0.00,-4.23,-7.81,2462
Tomelilla,Tomelilla norra omland,31,0,0.02,0.00,3.43,,-3.98,,1666
Tomelilla,Tomelilla omnejd,18,0,0.01,0.00,2.89,,-4.55,,1708
Tomelilla,Tomelilla södra,40,1,0.02,0.00,3.69,0.00,-3.89,-7.58,1959
Tomelilla,Tomelilla södra omland,33,0,0.01,0.00,3.50,,-4.72,,3699
Tomelilla,Tomelilla västra,23,0,0.02,0.00,3.14,,-4.19,,1517
Tomelilla,Tomelilla östra,4,0,0.01,0.00,1.39,,-5.25,,766
Torsby,Stöllet-Ambjörby-Likenäs,27,0,0.02,0.00,3.30,,-3.96,,1415
Torsby,Sysslebäck-Höljes,26,1,0.03,0.00,3.26,0.00,-3.64,-6.89,986
Torsby,Torsby centrala,32,0,0.03,0.00,3.47,,-3.68,,1270
Torsby,Torsby norra,35,0,0.02,0.00,3.56,,-3.91,,1754
Torsby,Torsby omland,13,0,0.02,0.00,2.56,,-4.11,,794
Torsby,Torsby södra,9,1,0.01,0.00,2.20,0.00,-5.01,-7.21,1348
Torsby,Vitsand,17,0,0.01,0.00,2.83,,-4.44,,1439
Torsby,Östmark-Lekvattnet,19,1,0.02,0.00,2.94,0.00,-3.93,-6.87,964
Torsås,Bergkvara,11,3,0.01,0.00,2.40,1.10,-4.55,-5.85,1044
Torsås,Gullabo,23,1,0.02,0.00,3.14,0.00,-4.14,-7.28,1448
Torsås,Möre,5,0,0.01,0.00,1.61,,-5.15,,862
Torsås,Söderåkra,21,7,0.02,0.01,3.04,1.95,-3.72,-4.82,864
Torsås,Torsås,38,3,0.02,0.00,3.64,1.10,-3.86,-6.40,1803
Tranemo,Limmared-Rosenlund,27,4,0.02,0.00,3.30,1.39,-4.00,-5.91,1478
Tranemo,Länghem,5,0,0.01,0.00,1.61,,-5.23,,931
Tranemo,Tranemo norra omland,20,0,0.01,0.00,3.00,,-4.30,,1476
Tranemo,Tranemo södra,22,4,0.02,0.00,3.09,1.39,-3.83,-5.54,1018
Tranemo,Tranemo södra omland,9,1,0.01,0.00,2.20,0.00,-4.42,-6.62,748
Tranemo,Tranemo västra,3,0,0.00,0.00,1.10,,-5.57,,789
Tranemo,Tranemo västra omland,9,2,0.01,0.00,2.20,0.69,-4.69,-6.19,978
Tranemo,Tranemo östra,18,1,0.02,0.00,2.89,0.00,-4.00,-6.89,981
Tranemo,Tranemo östra omland,23,1,0.02,0.00,3.14,0.00,-4.16,-7.29,1472
Tranås,Tranås centrum,85,2,0.02,0.00,4.44,0.69,-4.10,-7.85,5114
Tranås,Tranås västra landsbygd,5,0,0.01,0.00,1.61,,-5.24,,942
Tranås,Tranås östra landsbygd,14,0,0.01,0.00,2.64,,-5.02,,2123
Tranås,Tranås-väster,39,1,0.01,0.00,3.66,0.00,-4.30,-7.97,2880
Tranås,Tranås-öster,72,4,0.02,0.00,4.28,1.39,-4.16,-7.05,4630
Trelleborg,Alstad-Gislöv-Södra Åby-Södra Åby omland,14,0,0.01,0.00,2.64,,-5.18,,2478
Trelleborg,Anderslöv,25,2,0.02,0.00,3.22,0.69,-4.17,-6.70,1619
Trelleborg,Anderslöv omland-Klagstorp-Klagstorp omland,20,2,0.01,0.00,3.00,0.69,-4.78,-7.08,2376
Trelleborg,Dalajär-Böste,18,3,0.01,0.00,2.89,1.10,-5.17,-6.96,3169
Trelleborg,Granlunda-Knäckekärr-Högalid,43,2,0.01,0.00,3.76,0.69,-4.39,-7.46,3463
Trelleborg,Kyrkoköpinge-Malörten-Akka-Pilevall,80,5,0.02,0.00,4.38,1.61,-3.92,-6.70,4051
Trelleborg,Skegrie,5,2,0.01,0.00,1.61,0.69,-5.24,-6.16,947
Trelleborg,Skegrie-Västra Tommarp omland,8,0,0.01,0.00,2.08,,-4.83,,1005
Trelleborg,Smygehamn-Beddingestrand,42,7,0.02,0.00,3.74,1.95,-4.06,-5.86,2446
Trelleborg,Trelleborg innerstaden,90,2,0.02,0.00,4.50,0.69,-4.16,-7.97,5761
Trelleborg,Västervång,17,0,0.01,0.00,2.83,,-4.72,,1915
Trelleborg,Västra Tommarp-Hallabacken-Kattebäck,59,2,0.02,0.00,4.08,0.69,-4.17,-7.55,3805
Trelleborg,Västra stadsdelarna-Kurland,4,0,0.00,0.00,1.39,,-5.90,,1455
Trelleborg,Öster Jär-Fagerängen-Österlid,38,1,0.01,0.00,3.64,0.00,-4.30,-7.94,2814
Trollhättan,Björndalen-Vårvik,6,0,0.01,0.00,1.79,,-5.27,,1165
Trollhättan,Dannebacken-Stavre-Sandhem,78,7,0.01,0.00,4.36,1.95,-4.38,-6.79,6210
Trollhättan,Halvorstorp,7,2,0.00,0.00,1.95,0.69,-5.31,-6.56,1419
Trollhättan,Hjulkvarn,11,1,0.01,0.00,2.40,0.00,-4.75,-7.15,1277
Trollhättan,Innovatum-Norra Skoftebyn-Pettersberg,12,0,0.01,0.00,2.48,,-5.08,,1935
Trollhättan,Karlstorp-Hjortmossen,50,4,0.01,0.00,3.91,1.39,-4.51,-7.03,4527
Trollhättan,Kronogårds Torg-Frälsegården,13,2,0.01,0.00,2.56,0.69,-4.93,-6.80,1800
Trollhättan,Norra Lextorp-Västra Kronogården-Östra Kronogården,66,3,0.02,0.00,4.19,1.10,-4.15,-7.24,4190
Trollhättan,Sjuntorpsområdet-Gärdhem-Edsvid,36,3,0.01,0.00,3.58,1.10,-4.76,-7.24,4200
Trollhättan,Skogshöjden-Överby,5,0,0.00,0.00,1.61,,-5.91,,1847
Trollhättan,Strömslund-Torsred-Källstorp,48,8,0.01,0.00,3.87,2.08,-4.32,-6.12,3627
Trollhättan,Sylte-Hörlycke-Eriksro,77,19,0.03,0.01,4.34,2.94,-3.66,-5.06,2986
Trollhättan,Södra Lextorp-Alingsåker,13,0,0.01,0.00,2.56,,-4.91,,1765
Trollhättan,Södra Skoftebyn,17,2,0.01,0.00,2.83,0.69,-4.60,-6.74,1689
Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,82,8,0.01,0.00,4.41,2.08,-4.43,-6.76,6901
Trollhättan,Trollhättan östra landsbygd,30,3,0.01,0.00,3.40,1.10,-4.49,-6.79,2677
Trosa,Sund-Lövsta-Åda norra,6,0,0.01,0.00,1.79,,-4.93,,828
Trosa,Trosa västra,22,2,0.01,0.00,3.09,0.69,-4.28,-6.68,1585
Trosa,Trosa östra,42,3,0.01,0.00,3.74,1.10,-4.67,-7.31,4495
Trosa,Vagnhärad norra,33,3,0.01,0.00,3.50,1.10,-4.23,-6.63,2274
Trosa,Vagnhärad södra,4,1,0.00,0.00,1.39,0.00,-5.31,-6.70,810
Trosa,Västerljung,12,1,0.01,0.00,2.48,0.00,-4.66,-7.14,1264
Tyresö,Fornudden-Drevviken,18,4,0.01,0.00,2.89,1.39,-5.13,-6.63,3032
Tyresö,Fårdala,14,4,0.01,0.00,2.64,1.39,-4.56,-5.81,1339
Tyresö,Granängsringen-Nyboda,13,3,0.00,0.00,2.56,1.10,-5.61,-7.07,3538
Tyresö,Hanviken-Skälsätra,30,4,0.01,0.00,3.40,1.39,-5.11,-7.13,4989
Tyresö,Krusboda,19,3,0.01,0.00,2.94,1.10,-5.02,-6.87,2877
Tyresö,Lindalen,17,2,0.01,0.00,2.83,0.69,-4.84,-6.98,2158
Tyresö,Raksta-Brevik,22,5,0.01,0.00,3.09,1.61,-4.97,-6.45,3161
Tyresö,Sikvägen,26,5,0.01,0.00,3.26,1.61,-4.23,-5.88,1788
Tyresö,Tyresö Strand,11,1,0.00,0.00,2.40,0.00,-5.64,-8.04,3095
Tyresö,Tyresö centrum,96,21,0.02,0.00,4.56,3.04,-3.98,-5.50,5131
Tyresö,Västra Farmarstigen,10,2,0.01,0.00,2.30,0.69,-5.21,-6.82,1827
Tyresö,Västra Trollbäcken,28,5,0.02,0.00,3.33,1.61,-3.96,-5.68,1470
Tyresö,Öringe-Kolardammarna,16,1,0.01,0.00,2.77,0.00,-5.04,-7.81,2469
Tyresö,Östra Farmarstigen,36,13,0.02,0.01,3.58,2.56,-3.89,-4.91,1769
Täby,Arninge-Ullna,6,0,0.00,0.00,1.79,,-5.85,,2090
Täby,Byle,3,0,0.00,0.00,1.10,,-6.31,,1648
Täby,Ella Gård,32,2,0.01,0.00,3.47,0.69,-4.69,-7.47,3496
Täby,Ella Park,5,1,0.00,0.00,1.61,0.00,-5.90,-7.50,1817
Täby,Ensta,20,4,0.01,0.00,3.00,1.39,-4.45,-6.06,1708
Täby,Erikslund,10,0,0.01,0.00,2.30,,-4.93,,1386
Täby,Gribby-Kohagen,20,2,0.01,0.00,3.00,0.69,-4.93,-7.24,2779
Täby,Gribby-Myräng,19,4,0.01,0.00,2.94,1.39,-5.06,-6.62,3001
Täby,Karlsund,8,2,0.01,0.00,2.08,0.69,-5.11,-6.49,1323
Täby,Lahäll,59,7,0.02,0.00,4.08,1.95,-3.86,-5.99,2789
Täby,Midgård,14,1,0.01,0.00,2.64,0.00,-4.80,-7.43,1694
Täby,Nytorp,13,4,0.01,0.00,2.56,1.39,-4.96,-6.14,1857
Täby,Näsby Park,4,0,0.00,0.00,1.39,,-5.89,,1441
Täby,Näsby Slott,8,0,0.01,0.00,2.08,,-4.93,,1105
Täby,Näsbydal,21,3,0.01,0.00,3.04,1.10,-4.72,-6.67,2358
Täby,Roslags-Näsby,30,5,0.01,0.00,3.40,1.61,-4.65,-6.45,3151
Täby,Runborg,8,0,0.01,0.00,2.08,,-5.25,,1524
Täby,Skarpäng,11,2,0.00,0.00,2.40,0.69,-5.56,-7.27,2864
Täby,Tibble,52,9,0.02,0.00,3.95,2.20,-4.13,-5.89,3239
Täby,Täby Centrum,93,21,0.04,0.01,4.53,3.04,-3.28,-4.77,2470
Täby,Täby Park,16,6,0.01,0.00,2.77,1.79,-4.73,-5.71,1804
Täby,Vallabrink,9,0,0.01,0.00,2.20,,-5.05,,1410
Täby,Vallatorp,12,1,0.01,0.00,2.48,0.00,-4.83,-7.31,1502
Täby,Viggbyholm,11,4,0.01,0.00,2.40,1.39,-4.83,-5.84,1382
Täby,Visinge,2,0,0.00,0.00,0.69,,-6.41,,1217
Täby,Västra Hägernäs,28,4,0.01,0.00,3.33,1.39,-4.53,-6.48,2604
Täby,Östra Hägernäs,35,4,0.01,0.00,3.56,1.39,-4.71,-6.88,3874
Töreboda,Töreboda centrala omland,6,0,0.01,0.00,1.79,,-5.16,,1041
Töreboda,Töreboda centrum norra-Berget-Kårtorp,19,2,0.02,0.00,2.94,0.69,-4.13,-6.38,1181
Töreboda,Töreboda centrum sydvästra-Björkäng,47,3,0.03,0.00,3.85,1.10,-3.54,-6.29,1622
Töreboda,Töreboda centrum östra-Kilen,10,0,0.01,0.00,2.30,,-4.79,,1207
Töreboda,Töreboda norra-Älgarås,17,0,0.02,0.00,2.83,,-4.12,,1046
Töreboda,Töreboda södra-Moholm,26,5,0.02,0.00,3.26,1.61,-4.19,-5.84,1718
Uddevalla,Ammenäs-Forshälla-Backamo,20,4,0.01,0.00,3.00,1.39,-5.07,-6.68,3179
Uddevalla,Bokenäset-Berg-Sund,29,3,0.01,0.00,3.37,1.10,-4.55,-6.82,2757
Uddevalla,Hedegärde-Äsperöd-Gräskärr,31,5,0.01,0.00,3.43,1.61,-4.38,-6.21,2486
Uddevalla,Helenedal-Södra Dalaberg-Bleket,7,0,0.00,0.00,1.95,,-5.76,,2218
Uddevalla,Herrestad-Sunningen-Utby,24,1,0.01,0.00,3.18,0.00,-4.65,-7.83,2509
Uddevalla,Hogstorp-Lanesund-Kissleberg,22,2,0.01,0.00,3.09,0.69,-4.93,-7.33,3039
Uddevalla,Hälle-Lyckorna,11,0,0.01,0.00,2.40,,-5.18,,1957
Uddevalla,Kapelle-Walkesborg-Gustafsberg,31,3,0.01,0.00,3.43,1.10,-4.65,-6.99,3256
Uddevalla,Kurveröd-Fasseröd,21,2,0.01,0.00,3.04,0.69,-4.78,-7.13,2507
Uddevalla,Lane Ryr-Stenshult-Östra Forshälla,24,3,0.01,0.00,3.18,1.10,-4.56,-6.64,2300
Uddevalla,Ljungskile-Ulvesund,31,6,0.02,0.00,3.43,1.79,-4.20,-5.84,2062
Uddevalla,Norra Dalaberg-Norra Hovhult,40,11,0.02,0.00,3.69,2.40,-4.17,-5.46,2585
Uddevalla,Skansberget-Norra centrum-Sörvik,25,1,0.01,0.00,3.22,0.00,-4.40,-7.62,2031
Uddevalla,Skogslyckan-Underås,72,6,0.02,0.00,4.28,1.79,-3.88,-6.37,3501
Uddevalla,Södra Hovhult-Ramneröd-Elseberg,27,3,0.01,0.00,3.30,1.10,-4.50,-6.70,2437
Uddevalla,Tureborg-Stenbacken,36,1,0.02,0.00,3.58,0.00,-3.95,-7.54,1878
Uddevalla,Uddelvalla Söder-Södra centrum,64,7,0.02,0.00,4.16,1.95,-3.91,-6.13,3209
Uddevalla,Östrabo-Hönseberget-Margretegärde,33,5,0.01,0.00,3.50,1.61,-4.30,-6.18,2426
Ulricehamn,Fotåsen-Brunn,7,1,0.01,0.00,1.95,0.00,-4.99,-6.94,1031
Ulricehamn,Fredriksberg,20,0,0.01,0.00,3.00,,-4.23,,1368
Ulricehamn,Gällstad,29,3,0.01,0.00,3.37,1.10,-4.29,-6.56,2122
Ulricehamn,Hester-Karlslätt-Höghult,36,6,0.01,0.00,3.58,1.79,-4.30,-6.09,2652
Ulricehamn,Hökerum-Tvärred-Vegby,45,2,0.01,0.00,3.81,0.69,-4.48,-7.59,3964
Ulricehamn,Hössna-Timmele,16,1,0.01,0.00,2.77,0.00,-5.19,-7.97,2884
Ulricehamn,Redväg,44,2,0.02,0.00,3.78,0.69,-3.74,-6.83,1849
Ulricehamn,Ulricehamn centrum,34,2,0.02,0.00,3.53,0.69,-3.88,-6.71,1641
Ulricehamn,Ulricehamn södra centrum,25,4,0.01,0.00,3.22,1.39,-4.74,-6.57,2865
Umeå,Berghem norra-Fridhem,12,0,0.01,0.00,2.48,,-4.67,,1274
Umeå,Berghem södra,12,1,0.01,0.00,2.48,0.00,-5.16,-7.64,2084
Umeå,Carlshem norra,4,0,0.00,0.00,1.39,,-5.97,,1562
Umeå,Ersboda centrala-Ersboda sydöstra,15,0,0.01,0.00,2.71,,-5.21,,2751
Umeå,Ersboda nordöstra,8,0,0.00,0.00,2.08,,-5.44,,1848
Umeå,Ersboda västra,27,2,0.01,0.00,3.30,0.69,-4.25,-6.85,1885
Umeå,Ersmark,3,0,0.00,0.00,1.10,,-6.00,,1208
Umeå,Grisbacka-Grubbe-Västerhiske,35,1,0.01,0.00,3.56,0.00,-5.10,-8.66,5739
Umeå,Haga,33,0,0.01,0.00,3.50,,-4.46,,2853
Umeå,Holmsund västra,27,1,0.02,0.00,3.30,0.00,-4.10,-7.39,1625
Umeå,Holmsund östra,28,0,0.01,0.00,3.33,,-4.72,,3138
Umeå,Holmsund-Obbola omland,5,0,0.00,0.00,1.61,,-5.57,,1316
Umeå,Hörnefors omland,10,0,0.01,0.00,2.30,,-5.15,,1724
Umeå,Hörnefors tätort,34,0,0.02,0.00,3.53,,-4.13,,2119
Umeå,Marieberg,33,5,0.03,0.00,3.50,1.61,-3.64,-5.53,1261
Umeå,Mariehem västra,15,0,0.01,0.00,2.71,,-5.02,,2265
Umeå,Mariehem östra-Olofsdal,32,1,0.01,0.00,3.47,0.00,-4.92,-8.39,4404
Umeå,Obbola,18,1,0.01,0.00,2.89,0.00,-4.58,-7.47,1761
Umeå,Röbäck,17,0,0.01,0.00,2.83,,-4.74,,1955
Umeå,Sandbacka,20,3,0.01,0.00,3.00,1.10,-5.25,-7.15,3813
Umeå,Sofiehem-Gimonäs-Carlshem södra,25,0,0.01,0.00,3.22,,-4.91,,3387
Umeå,Sävar omland,17,0,0.01,0.00,2.83,,-4.81,,2083
Umeå,Sävar tätort,29,0,0.01,0.00,3.37,,-4.37,,2289
Umeå,Teg centrala,29,1,0.01,0.00,3.37,0.00,-4.94,-8.31,4073
Umeå,Teg västra,17,0,0.01,0.00,2.83,,-5.12,,2850
Umeå,Teg östra-Ön,36,0,0.02,0.00,3.58,,-3.95,,1862
Umeå,Tomtebo norra,17,0,0.01,0.00,2.83,,-4.44,,1441
Umeå,Tomtebo västra,17,0,0.01,0.00,2.83,,-5.06,,2666
